ID,EMOTION,SITUATION
261037,disgust,"We had come back from a programme and we were all (three girls)     staying over at another girls placce.  One of them started  passing very nasty and outright bitchy remarks at me.  It was  brought on by a male colleague's compliments to me, this girl was  herself interested in this guy.  Bitchiness and catty remarks  made by women never fail to disgust me.  I can particularly  remember this incident as she knew that I had not encouraged the   guy."
261037,shame,"I was learning judo and my instructor wanted me to assist him in  teaching girls judo at a suburban college.  I was just a beginer,  and he made me a green belt so that I would be able to command  respect.  This was against my principles, and yet I allowed myself  to listen to him.  I gave it up soon after, however I felt very  ashamed at not sticking to my principles and at not having put my  foot down earlier."
261037,guilt,"I was coming back home with my mother when the purse I was  carrying got stolen.  It was done so swifty that I did not  realize what had happened till much later.  A lot of money and the  keys of the house were lost.  I was guilt ridden at my  carelessness.  I felt terrible as I do not normally loose things  and this was quite important, especially the keys. "
261038,joy,"Inter-national sports events won by my favourite national team or  player brings me joy, e.g when India won the World cup cricket  match."
261038,fear,When I had gone to a school picnic and was left behind in the  forest.
261038,anger,When I saw a few people beating a man who seemed to be a  stranger.
261038,sadness,When India lost the Benson and Hedges cricket trophy.
261038,disgust,[ No response.]
261038,shame,[ No response.]
261038,guilt,When I was responsible for getting my friend run-out in a vital  cricket match.
261039,joy,When India won the Prudential cup by beating West-Indies in the  final match and became the world cricket champion.  West-Indies  was the strongest of the eight countries which participated in  the competition.
261039,fear,"As a child, one evening I had read a novel about ghosts and I had  thus spent a sleepless night as I kept feeling that there were  ghosts dancing around me."
261039,anger,Despite our good performance and excellent results the management  refused to meet our demands.
261039,sadness,When my beloved girlfriend got married to another person.
261039,disgust,When I heard that a 14 years old girl had been raped by four  rikshaw drivers in our town.
261039,shame,I feel ashamed at the fact that even after 35 years of independence    70% of the Indian poulation is still below the poverty line.
261039,guilt,"I read about the national and social spirit and self-discipline  of the people of developed coutries like U.S.A, England, France,  Germany etc.  Comparing this to the Indian people I felt guilty  as they have no national spirit or self-discipline."
261040,joy,"I felt happy at the settlement of our marriage, even though we  are from different socio-linguistic backgrounds our parents  agreed to the wedding without any conflict or discussion.  We had   thought that they would object to the wedding but it did not happen. "
261040,fear,"One day, early morning my mother who is healthy fell ill.  There  was no doctor or compounder near by and for a few hours -8 A.M to  6 P.M she did not speak a single sentence, nor did she drink water  or  milk.  There was no movement in her body and I felt really  scared.  I almost lost my confidence about her survival."
261040,anger,"One day my elder brother badly scolded my father.  This was the  first time that I heard such abusive language from my brother.  I  requested him humbly not to use this kind of language but he did  not care for what I was saying.  Finally I picked up an axe to use  against him, in the meanwhile people intervened."
