ID,SITUATION,EMOTION,predicted_emotion
221071,"When someone tried to rape one of my best friends and he claimed  it was her fault. He the hassled her, claimed she was loose, and  threatened to sue her.",anger,anger
221071,"My mother kicked my surrogate father out and he in turn did not  care for the dog, Afthur, he bought for the family. His lack of  concern lead tho Arthur's death on the freeway. I loved Arthur  like a brother. He was easy to talk to.",sadness,sadness
221071,I thought that the guy I had been associating with for over a  year went out 2 or 3 times with a high school girl whom he claimed  not to like.,disgust,disgust
221071,The fact that I was pregnant. I was always considered level  headed and did not have sex until 18 and out of high school.,shame,sadness
221071,I was pregnant and thought that by not having the baby I would  hurt the father like he did me regardless of the life we had  created.,guilt,sadness
221072,I spent a lovely relaxing evening with my boyfriend. We played  games and talked all evening.,joy,joy
221072,"When I walked to church with my roommate, a bum told us to call  the police and he started following us.",fear,fear
221072,When my roommate's moped was stolen I was very angry.,anger,anger
221072,When I heard my grandfather's wife had leukemia I was very sad.,sadness,sadness
221072,I was disgusted to find out that the water isn't filtered or  purified before it leaves Latimer Hall from the drains.,disgust,disgust
221072,The same for guilt would apply.,shame,guilt
221072,I added a little   ?   to a yield in an experiment to get more of  a yield.,guilt,joy
221073,Third highest grade in the class and the best answer given for  one question (the question was graded by the professor and he  indicated he liked my answer).,joy,joy
221073,"In the recent lightning storm, bolts of lightning were hitting  close by (1/8 mile). I was in bed at the time and was afraid I  might be struck.",fear,fear
221073,We are repainting rooms in my house. My mother started to enact  plans to paint my room without consulting me.,anger,sadness
221073,Recent break-up with my girlfriend. We had been together for over  a year. I was overseas and discovered over the phone (while I was  at work).,sadness,sadness
221073,I attended a ceremony in Denmark which is comparable to our  Halloween. They build a large bonfire and place a life size dummy  of a witch. The crowd cheered when the dummy burst into flames.,disgust,joy
221073,I came home from school very keyed up. At the dinner table I  unfortunately unloaded a lot of my hostility off on one of my  parents. I'm ashamed that I didn't dispate and control these  feelings before coming to the table or even let the energy build  up in the first place.,shame,shame
221073,Eating the last remains of dinner that someone else (unknown to  me) had claimed.,guilt,disgust
221074,"After watching the 49ers lose game after game, year after year, I  was finally rewarded with a Super Bowl victory which made me  extremely happy.",joy,joy
221074,"While swimming, I hit my head at the bottom of the pool and  required stitches. I later learned that the consequences could  have been much more severe and that terrified me.",fear,fear
221074,"I was rushing home from school because there was a 49er game that  night. I got into a non-injury accident, which was all my fault,  but destroyed the front of my car. The truck I hit was undamaged.",anger,sadness
221074,When I learned that my dad had cancer. I knew he was going to the  hospital for some tests. My mom told me when she picked me up one  weekend from CAL to take me home.,sadness,sadness
221074,"Now that the 49ers are winners, the fans are coming out of the  woodwork and jumping on the bandwagon and that disgusts me.",disgust,disgust
221074,"When I was small, I would always fight with my younger sister and  one time I hit her and knocked the wind out of her. I felt real  bad about it.",shame,guilt
221074,When my grandfather was in a nursing home when I was young I never  wanted to go and sometimes didn't have to and later I felt  guilty.,guilt,guilt
221075,I felt joy when my boyfriend proposed to me in marriage.,joy,joy
221075,I felt fear when I was young and left in my big house all alone.,fear,fear
221075,"After I said something that my boyfriend disagreed with, he  walked away from me without discussing what bothered him. I  became very angry with him for treating me this way. Yesterday,  November 14.",anger,anger
221075,I felt sad when my boyfriend and I were apart for some time.,sadness,sadness
221075,I felt disgusted when I was in a restaurant which didn't appear  to be clean and orderly. (I do not like to be in unclean  environments).,disgust,disgust
221075,I felt ashamed when I was confronted by a teaching assistant that  a close friend and I were accused of cheating on a math exam.,shame,shame
221075,When I did not defend my close friend when my father degraded  him. I felt guilty for allowing my father to get away with his  actions and for the hurt my friend felt. I cleared the matter up  with my father a few weeks later.,guilt,guilt
